name,house_number,road,postcode,locality,region,country,country_code
Saint John Evangelical Lutheran Church,200,South Main Street,50616,Charles City,,United States,
,16724,Juanita Dr Ne,98028,Kenmore,Washington,USA,
Holiday Inn Express Baltimore-BWI Airport West,7481,Ridge Road,21076,Hanover,Maryland,United States,
Museum of Modern Art,11,West 53Rd St,10019,New York,,United States,
Albergo Ristorante Belvedere,3,Vicolo San Giovanni,12046,Monta,,Italia,
Toppling Goliath Brewing Co,1600,Prosperity Rd,52101,Decorah,IA,,
Watsonia Barbershop,91,Watsonia Road,3087,Banyule City,Victoria,,
Geraldton Primary School,75,Fitzgerald St,6530,Geraldton,WA,AU,au
,13,Gottlieb-Daimler-Str.,35440,Linden,,DE,de
,13,Olivedalsgatan,413 10,Göteborg,,Sverige,
Avalon Cove,444,Washington Blvd,,Jersey City,,,
Metro Charter Academy,34800,Ecorse Road,48174,Romulus,MI,,
,4343,Kellogg Ave,45226,Cincinnati,OH,United States of America,
,136,Central Road,KT4 8HT,Worcester Park,,,
Divadlo Alfa,174/7,Rokycanská,,Plzeň,,,
Mountain Island Day School,1209,Little Rock Road,28214,Charlotte,NC,,
,,Ul. Młynarska,01-205,Warszawa,Warszawa,Polska,
Olivia Six,472 D,Aleja Grunwaldzka,80-309,Gdańsk,Pomeranian Voivodeship,PL,pl
,128,Alter Postweg,26133,Oldenburg,Niedersachsen,DE,de
Seminole Hard Rock Hotel & Casino - Tampa,5223,Orient Rd,33610,Tampa,FL,,
Herbert Meder Schule Unsleben,2,Ringstraße,97618,Unsleben,,,
Guess Road Baptist Church,3102,Guess Rd.,27705,Durham,,United States,
Hotel Urban Dream Nevada,3,C/ Benjamin Franklin,18100,Armilla,,España,
Great Fortune,443,N. Main St.,22482,Kilmarnock,Virginia,,
 Museumshof Silstedt,4A,Am Plan,38855,Wernigerode,,,
St. Sophia Hellenic Orthodox Church,200,Hempstead Street,06320,New London,,United States,
Brauhaus Castel,27,Otto-Suhr-Ring,55252,Mainz Kastel,,Deutschland,
,718,N. Grand Blvd.,63103,St. Louis,mo,États-Unis,
Jasmine Asian Cuisine,3618,Concord Pike,19803,New Castle County,Delaware,United States,
,222,West Avenue,,Austin,,,
"Husqvarna bei Lagerhaus, Obere Hauptstraße 84",84,Obere Hauptstraße,2151,Asparn/Zaya,,,
,1520,S 2Nd Street,98273,Mount Vernon,WA,,
City of Midwest City - Customer Service - Director - Building Inspections Division - Bldg & Construction Inspection Electrical,100,N Midwest Blvd,,Oklahoma City,OK,,
New China Restaurant,337,E State Street,44601,Alliance,OH,,
Beethoven Hotel Dreesen - furnished by BoConcept,17,Bonngasse,53111,Bonn,North Rhine-Westphalia,Germany,
MOTOS EXUP,20,C/ Monjitas,28220,Majadahonda,,ES,es
Mercure Hotel Amersfoort Centre,20,De Nieuwe Poort,3812 PA,Amersfoort,,,
Team Cymru,901,International Parkway,32746,Lake Mary,FL,US,us
,24000,Rampart Blvd.,33980,Port Charlotte,FL,UNITED STATES,
,240,S Main St,3894,Wolfeboro,NH,USA,
Dark Moon Tattoo and Piercing,11426,N Cave Creek Rd,85020,Phoenix,AZ,,
Silver Spring Library,900,Wayne Avenue,20910,Silver Spring,MD,United States,
,36,Łopuszańska,02-220,Warszawa,,Polska,
,13,Moniuszki,86-300,Grudziądz,kujawsko-pomorskie,,
Schloz Wöllenstein GmbH & Co.KG,58,Dresdner Str.,09599,Freiberg,,DE,de
,23,Stradomska,33-332,Kraków,Województwo małopolskie,PL,pl
Halstenbek,1,Friedrichshulder Weg,25469,Halstenbek,,Deutschland,
,2501,Kettner Blvd.,92101,San Diego,CA,United States of America,
,39,Holzener Str.,58708,Menden (Sauerland),NW,DE,de
,512,Rua Pernambuco,13940-000,Águas de Lindóia,São Paulo,Brasil,
,207,E Grand River Ave,48843,Howell,MI,,
"Action, Industriestraße 33 - 37",33 37,Industriestraße,27570,Bremerhaven,,,
,13,Hinter Dem Rahmen,26721,Emden,,,
Hershey Theatre,15,E Caracas Ave,17033,Hershey,PA,US,us
Tru By Hilton Sumter Sc,2607,Broad Street,29150,sumter,SC,US,us
,142,Joe Orr Road,60411,Chicago Heights,Illinois,Estados Unidos,
Hotel San Martino,28,Via San Martino,25047,Darfo Boario Terme,,Italien,
Basilico Auto e Moto Concessionaria & Officina,35,Via Zara,20821,Meda,,,
TAUBER-SOLAR,7,Siemensstraße,97941,Tauberbischofsheim,Baden-Württemberg,Deutschland,
The Plaza Live,425,N Bumby Ave,32803,Orlando,FL,US,us
Ramada by Wyndham Suites Orlando Airport,7500,Augusta National Drive,32822,Orlando,Florida,USA,
Regency Isle #609,29348,Perdido Beach Boulevard,36561,Orange Beach,AL,US,us
Купить загородную недвижимость в микрорайоне Вторчермет в городе Екатеринбург,,,,Екатеринбург,Свердловская область,,
Moore Funeral Service - Purvis,706,Main St.,39475,Purvis,,United States,
,8,Linnéplatsen,413 10,Gotemburgo,Västra Götaland,Suecia,
Holiday Inn Express & Suites Albuquerque Historic Old Town,2300,12Th Street Northwest,87104,Albuquerque,New Mexico,Mỹ,
Hotel Puerta América,41,Avenida De América,,Madrid,Madrid,,
MOSAIC – Boundary,5575,Boundary Road,V5R 2P9,Vancouver,British Columbia,,
Kurpark Velden,,,9220,Velden am Wörthersee,,AT,at
Mears Automotive - Carmel,377,West Carmel Dr,46032,Carmel,IN,US,us
Ford Amphitheater - Colorado Springs,95,Spectrum Loop,80921,Colorado Springs,CO,US,us
TerWorm Castle,5,Terworm,6411 RV,Heerlen,,Pays-Bas,
,2,Güderott,24392,Boren,,DE,de
,27A,Donkersteeg,9000,Gent,,,
Skyline High School,2552,N Maple Rd,48103,Ann Arbor,MI,US,us
Public Storage,3280,E Chandler Heights Rd,85298,Gilbert,AZ,US,us
,61,Kientenstr.,72458,Albstadt,,,
VILLA sinnenreich,19,Bahnhofstraße,4150,Rohrbach-Berg,Oberösterreich,Österreich,
,7,Koningin Astridlaan,8400,Ostend,West Flanders,Bỉ,
,35,West Common,RH16 2AJ,Haywards Heath,West Sussex,GB,gb
,12412,Judson Road,78233,San Antonio,Texas,,
The Bruce Guthro Theatre At Casino Nova Scotia,1983,Upper Water Street,B3J 3Y5,Halifax,NS,CA,ca
,1,Händelstraße,97469,Gochsheim,Bayern,DE,de
Elmwood-Murdock,300,Wyoming St,68407,Murdock,NE,US,us
,2,Bahnhofstraße,51597,Morsbach,,,
Noel Martinez - Chase Home Lending Advisor - NMLS ID 404667,597,South Meadows Parkway,89521,Reno,NV,US,us
,3605,Vestal Parkway East,13850,Vestal,,EE. UU.,
,6060,N Central Expy.,75206,Dallas,TX,UNITED STATES,
Hyatt Centric Wall Street,75,Wall Street,10005,New York,New York,Mỹ,
Gateway Classic Cars of Indianapolis,4400,West 96Th Street,46268,Indianapolis,IN,,
Rewe,74,Elsaesser Str.,66271,Kleinblittersdorf,,,
,34A,Hospitalstraße,01471,Radeburg,Sachsen,DE,de
Super 8 by Wyndham Newport News/Jefferson Ave.,6105,Jefferson Avenue,23605,Newport News,Virginia,United States,
Prince Of Peace Catholic Church,621,Cedar Road,23322,Chesapeake,,United States,
Apartments Amalfi Design Sea View,22,Via Annunziatella,,Amalfi,Amalfi,Italy,
,36,E 2Nd St,54880,Superior,WI,,
Hotel Finn,3 B,Kalevankatu,,Helsinki,Uusimaa,Finland,
Premier Inn London Tolworth,12,Kingston Road,KT5 9NU,Londres,,Royaume-Uni,
,3,Bürgermeister-Böhmer-Straße,96264,Altenkunstadt,,de,de
Comfort Inn Memphis Downtown,100,North Front Street,38103,Memphis,Tennessee,ABD,
,191,Queens Road,NG9 2BZ,Nottingham,Nottinghamshire,GB,gb
,200,W. Hanley Ave.,83815,Coeur d'Alene,ID,,
Zum Landwirt,41,Argentalstraße,88069,Tettnang ,Baden-Württemberg,Deutschland,
Manège militaire Voltigeurs de Québec – MMVQ,805,Avenue Wilfrid-Laurier,G1R 2L3,Québec,QC,,
,36,Friedrichstr.,,Marburg,,,
ibis Styles Kingsgate,131,King Street,3000,Melbourne,Victoria,Úc,
Pine Grove Animal Hospital,18320,Cottonwood Dr # K,80138,Parker,,United States,
,1510,S. Main St,89104,Las Vegas,NV,United States of America,
Myth Live Parking Lots,3090,Southlawn Drive,55109,Maplewood,Minnesota,USA,
